user_id,assembly,batchfile,c,c#,c++,clojure,coffeescript,css,elixir,emacs lisp,go,haskell,html,java,javascript,jupyter notebook,kotlin,lua,matlab,objective-c,objective-c++,ocaml,perl,php,powershell,purebasic,python,rascal,ruby,rust,scala,shell,swift,tex,typescript,vim script,vue
007lva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.05172413793103448,0.01532567049808429,0.04980842911877394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01053639846743295,0.0,0.2164750957854406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06wj,0.0,0.0,0.0,0.017100371747211896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32788104089219333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02899628252788104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015613382899628252,0.0,0.0
0bserver07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688728024819028,0.0,0.011375387797311272,0.09410548086866598,0.0,0.0,0.0,0.025853154084798345,0.0,0.0,0.0031023784901758012,0.0,0.0,0.0,0.18510858324715615,0.0,0.007238883143743537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0rca,0.0,0.0,0.0,0.0,0.0,0.2523364485981308,0.0,0.0,0.0,0.0,0.0,0.26635514018691586,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0514018691588785,0.0
0x00A,0.0,0.0,0.0,0.0,0.10231023102310231,0.0,0.0,0.005775577557755775,0.0,0.0,0.0,0.0,0.0,0.0,0.26815181518151815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018976897689768978,0.0
0x414c,0.0,0.0,0.00674373795761079,0.025048169556840076,0.11368015414258188,0.0,0.0,0.017341040462427744,0.0,0.0,0.0,0.0,0.027938342967244702,0.005780346820809248,0.05394990366088632,0.0,0.0,0.0,0.05394990366088632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018304431599229287,0.0,0.0,0.0,0.0,0.03371868978805395,0.0,0.0,0.0,0.0,0.0
0xabad1dea,0.18235294117647058,0.0,0.06470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08235294117647059,0.0,0.058823529411764705,0.0,0.0,0.08235294117647059,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.07647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xBADC0FFEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13291139240506328,0.0,0.04430379746835443,0.0,0.23417721518987342,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xced,0.0,0.0,0.027089337175792507,0.0,0.0005763688760806917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017291066282421,0.0,0.0,0.0,0.0,0.0,0.0,0.008645533141210375,0.0,0.027089337175792507,0.0,0.0,0.012680115273775217,0.03631123919308357,0.0,0.0,0.0,0.0
0xdco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062162162162162166,0.0,0.22432432432432434,0.0,0.04054054054054054,0.03513513513513514,0.0,0.0,0.0,0.0,0.0
0xKD,0.0,0.0,0.0038809831824062097,0.007761966364812419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056921086675291076,0.09055627425614489,0.09055627425614489,0.0,0.0,0.0,0.0,0.0,0.0,0.0038809831824062097,0.0,0.0,0.0,0.0,0.19922380336351875,0.0,0.0,0.0,0.0,0.00517464424320828,0.04915912031047866,0.0,0.0,0.0,0.0
0xKirill,0.0,0.0,0.052830188679245285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4037735849056604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xNacho,0.0,0.0,0.011503697617091208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031224322103533278,0.16351684470008218,0.07230895645028759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005751848808545604,0.0,0.0,0.0,0.021364009860312245,0.01972062448644207,0.0,0.0,0.04437140509449466,0.0,0.0
0xtr,0.0,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000ch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07015902712815715,0.0,0.0,0.0,0.0,0.04957904583723106,0.0,0.3283442469597755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007483629560336763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103yiran,0.0,0.0,0.0078125,0.0,0.17578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.00390625,0.0,0.08203125,0.0,0.0,0.0
1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13559322033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.3050847457627119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.06779661016949153,0.0,0.0,0.0,0.0,0.0
10for2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11111000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005390835579514825,0.0,0.12309074573225516,0.0,0.0,0.02605570530098832,0.0,0.12488769092542677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121onto,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.09210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27631578947368424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123nobody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03558282208588957,0.020858895705521473,0.049079754601226995,0.0,0.0,0.0,0.0,0.2822085889570552,0.0,0.0,0.0,0.0,0.0,0.0,0.025766871165644172,0.0,0.0,0.0,0.0,0.029447852760736196,0.03067484662576687,0.0,0.0,0.0,0.0
14lox,0.0,0.0,0.0,0.0,0.0,0.0,0.012184508268059183,0.04003481288076589,0.0,0.0,0.024369016536118365,0.0,0.0,0.0,0.0670147954743255,0.0,0.0,0.0,0.0,0.23585726718885988,0.0,0.0,0.0,0.0008703220191470844,0.0,0.0,0.0,0.0,0.017406440382941687,0.0,0.0,0.0,0.022628372497824196,0.0,0.0,0.0,0.0
178inaba,0.0,0.0,0.0,0.02358974358974359,0.0,0.0,0.0,0.0,0.0,0.021538461538461538,0.3446153846153846,0.0,0.033846153846153845,0.0,0.014358974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024615384615384615,0.0,0.0,0.0,0.0
183amir,0.0,0.031833150384193196,0.0,0.0,0.014270032930845226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47091108671789245,0.0,0.0,0.0,0.0,0.026344676180021953,0.0,0.0,0.0,0.0,0.0
184565673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19Gerhard85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1duo,0.0,0.0,0.005,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
1ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014608233731739707,0.0,0.033200531208499334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17795484727755645,0.0,0.0,0.0,0.0,0.034528552456839307,0.0,0.0,0.027888446215139442,0.0,0.0,0.0,0.0,0.0
1gor,0.0,0.0,0.0025889967637540453,0.0,0.0,0.0,0.0,0.0,0.003883495145631068,0.02459546925566343,0.022653721682847898,0.0,0.01488673139158576,0.0,0.0,0.0,0.0,0.012944983818770227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021359223300970873,0.0,0.011650485436893204,0.0,0.0,0.09579288025889968,0.0,0.0,0.0,0.0,0.0
1itvinka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ps0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06711409395973154,0.0,0.174496644295302,0.0,0.0,0.0,0.0,0.1476510067114094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020134228187919462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1RedOne,0.0,0.0,0.0,0.0740402193784278,0.0,0.0,0.0,0.043875685557586835,0.0,0.0,0.0,0.0,0.004570383912248629,0.0,0.015539305301645339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31444241316270566,0.0,0.010054844606946984,0.0,0.0,0.0,0.0,0.08592321755027423,0.0,0.0,0.0,0.0,0.0
1shiharat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04789644012944984,0.0,0.0,0.0,0.0,0.0,0.0,0.1378640776699029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07896440129449839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03365695792880259,0.0,0.0,0.0,0.0,0.0
